Destination_Port,Flow_Duration,Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes_Sec,Flow_Packets_Sec,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Length,Bwd_Header_Length,Fwd_Packets_Sec,Bwd_Packets_Sec,Min_Packet_Length,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,URG_Flag_Count,CWE_Flag_Count,ECE_Flag_Count,Down_Up_Ratio,Average_Packet_Size,Avg_Fwd_Segment_Size,Avg_Bwd_Segment_Size,Fwd_Avg_Bytes_Bulk,Fwd_Avg_Packets_Bulk,Fwd_Avg_Bulk_Rate,Bwd_Avg_Bytes_Bulk,Bwd_Avg_Packets_Bulk,Bwd_Avg_Bulk_Rate,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
80,41545126,11,1,327,0,327,0,29.72727273,98.59420968,0,0,0,0,7.8709594,0.288842547,3776829.636,12400000,41300000,10,41500000,4154452.1,13000000,41300000,10,0,0,0,0,0,0,0,0,0,384,20,0.264772335,0.024070212,0,327,25.15384615,90.69348208,8225.307692,0,0,1,0,0,0,0,0,0,27.25,29.72727273,0,0,0,0,0,0,0,11,327,1,0,-1,0,1,0,605,0,605,605,41300000,0,41300000,41300000,DoS Hulk
80,6088264,14,1,706,0,353,0,50.42857143,128.1871914,0,0,0,0,115.9608059,2.463756499,434876,1356867.716,5057223,9,5085205,391169.6154,1401977.913,5057223,9,0,0,0,0,0,0,0,0,0,444,40,2.299506066,0.164250433,0,353,44.125,120.572454,14537.71667,0,1,0,0,0,0,0,0,0,47.06666667,50.42857143,0,0,0,0,0,0,0,14,706,1,0,-1,29200,2,0,1018457,0,1018457,1018457,5057223,0,5057223,5057223,DoS Hulk
53,362,2,2,104,352,52,52,52,0,176,176,176,0,36993,95199,120.6666667,207.2687466,360,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,40,80,5524.861878,5524.861878,52,176,101.6,67.91759713,4612.8,0,0,0,0,0,0,0,0,1,127,52,176,0,0,0,0,0,0,2,104,2,352,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,46435557,7,1,210,0,168,0,30,61.32699243,0,0,0,0,4.52239649,0.172281771,6633651,10066826.56,26772982,3,45794621,7632436.833,10640938.96,26772982,3,0,0,0,0,0,0,0,0,0,236,40,0.15074655,0.021535221,0,168,23.33333333,54.73344499,2995.75,0,1,0,0,0,0,0,0,0,26.25,30,0,0,0,0,0,0,0,7,210,1,0,-1,29200,4,0,403033.5,338130.6846,642128,163939,15209830,10526841.84,26772982,6182559,DoS slowloris
80,62139793,13,1,650,0,339,0,50,122.1822409,0,0,0,0,10.46028589,0.225298465,4779984.077,17100000,61700000,2,62100000,5175601.917,17800000,61700000,2,0,0,0,0,0,0,0,0,0,460,40,0.209205718,0.016092748,0,339,43.33333333,114.4787358,13105.38095,0,1,0,0,0,0,0,0,0,46.42857143,50,0,0,0,0,0,0,0,13,650,1,0,-1,29200,2,0,229820,0,229820,229820,61700000,0,61700000,61700000,DoS Hulk
443,3,2,0,0,0,0,0,0,0,0,0,0,0,2,219948,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,64,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,32832,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
443,213355,1,1,6,6,6,6,6,0,6,6,6,0,240462,239533,213355,0,213355,213355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4.687023974,4.687023974,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,340,142,0,20,0,0,0,0,0,0,0,0,BENIGN
53,100509,1,1,47,155,47,47,47,0,155,155,155,0,103040,126444,100509,0,100509,100509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,9.949357769,9.949357769,47,155,83,62.35382907,3888,0,0,0,0,0,0,0,0,1,124.5,47,155,0,0,0,0,0,0,1,47,1,155,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
443,116002047,25,23,1436,10087,517,0,57.44,146.4012978,1906,0,438.5652174,745.1710497,324905,41490,2468128.66,4284218.088,10024780,24,116002047,4833418.625,4999205.555,10047945,48,110913665,5041530.227,5121970.849,10048182,85,0,0,0,0,808,744,0.215513438,0.198272363,0,1906,235.1632653,550.1337469,302647.1395,0,0,0,1,0,0,0,0,0,240.0625,57.44,438.5652174,0,0,0,0,0,0,25,1436,23,10087,29200,1006,5,32,57678.33333,119522.4778,437213,22945,9609154.917,1431143.318,10024780,5064730,BENIGN
80,53905,3,1,12,0,6,0,4,3.464101615,0,0,0,0,114075,225931,17968.33333,28290.97844,50583,51,53905,26952.5,33490.69848,50634,3271,0,0,0,0,0,0,0,0,0,72,32,55.65346443,18.55115481,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,12,1,0,8192,26883,2,20,0,0,0,0,0,0,0,0,BENIGN
80,203260,8,1,347,0,347,0,43.375,122.6830265,0,0,0,0,1707.173079,44.27826429,25407.5,64963.6119,185891,1,191739,27391.28571,69906.5011,185891,1,0,0,0,0,0,0,0,0,0,256,40,39.35845715,4.919807144,0,347,34.7,109.7310348,12040.9,0,1,0,0,0,0,0,0,0,38.55555556,43.375,0,0,0,0,0,0,0,8,347,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
53,149,2,2,68,100,34,34,34,0,50,50,50,0,22466,157424,49.66666667,80.82903769,143,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,13422.81879,13422.81879,34,50,40.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,50.5,34,50,0,0,0,0,0,0,2,68,2,100,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,170,2,2,76,140,38,38,38,0,70,70,70,0,38243,151532,56.66666667,92.08872533,163,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,11764.70588,11764.70588,38,70,50.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,63.5,38,70,0,0,0,0,0,0,2,76,2,140,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,56732007,8,1,379,0,168,0,47.375,74.81011677,0,0,0,0,6.680532208,0.158640607,7091500.875,11325751.13,31540261,221,56126335,8018047.857,11901211.91,31540261,221,0,0,0,0,0,0,0,0,0,256,40,0.141013872,0.017626734,0,168,37.9,68.93386525,4751.877778,0,1,0,0,0,0,0,0,0,42.11111111,47.375,0,0,0,0,0,0,0,8,379,1,0,-1,29200,5,0,1094143.5,1494584.026,2150974,37313,18181240,12383144.07,31540261,7086452,DoS slowloris
80,42856257,8,1,217,0,168,0,27.125,57.34715711,0,0,0,0,5.063437995,0.210004341,5357032.125,8798360.317,20589467,329,42855225,6122175,9211344.159,20589467,329,0,0,0,0,0,0,0,0,0,256,40,0.186670525,0.023333816,0,168,21.7,51.85246164,2688.677778,0,1,0,0,0,0,0,0,0,24.11111111,27.125,0,0,0,0,0,0,0,8,217,1,0,-1,29200,5,0,2470,0,2470,2470,19422537.5,1650287.525,20589467,18255608,DoS slowloris
80,57674529,8,1,208,0,168,0,26,57.83720997,0,0,0,0,3.60644471,0.156048088,7209316.125,11670874.54,31067440,4,56676096,8096585.143,12311102,31067440,4,0,0,0,0,0,0,0,0,0,264,40,0.138709412,0.017338676,0,168,20.8,52.17236391,2721.955556,0,1,0,0,0,0,0,0,0,23.11111111,26,0,0,0,0,0,0,0,8,208,1,0,-1,29200,4,0,518699.5,681629.0168,1000684,36715,18879043.33,12227142.94,31067440,6613519,DoS slowloris
80,52808,1,1,0,0,0,0,0,0,0,0,0,0,0,37.87304954,52808,0,52808,52808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,18.93652477,18.93652477,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,271,0,0,0,0,0,0,0,0,0,0,DoS Hulk
443,4,2,0,12,0,6,6,6,0,0,0,0,0,150383,201184,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,6,6,6,0,0,1,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,300437,7,1,345,0,345,0,49.28571429,130.3977432,0,0,0,0,1148.32727,26.62787872,42919.57143,91679.97099,249894,4,289045,48174.16667,99268.97814,249894,4,0,0,0,0,0,0,0,0,0,248,40,23.29939388,3.32848484,0,345,38.33333333,115,13225,0,1,0,0,0,0,0,0,0,43.125,49.28571429,0,0,0,0,0,0,0,7,345,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
53337,139,1,1,0,0,0,0,0,0,0,0,0,0,2,110508,139,0,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,7194.244604,7194.244604,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,351,32832,0,32,0,0,0,0,0,0,0,0,BENIGN
443,95207,1,1,0,0,0,0,0,0,0,0,0,0,2,144644,95207,0,95207,95207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10.50342937,10.50342937,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,304,254,0,32,0,0,0,0,0,0,0,0,BENIGN
80,67444,3,5,433,2279,427,0,144.3333333,244.8148961,1460,0,455.8,660.3318863,191595,97708,9634.857143,15814.21588,32820,1,33276,16638,22846.6201,32793,483,34709,8677.25,16463.67943,33361,1,0,0,0,0,72,112,44.48134749,74.13557915,0,1460,301.3333333,518.1782994,268508.75,0,0,0,1,0,0,0,0,1,339,144.3333333,455.8,0,0,0,0,0,0,3,433,5,2279,8192,237,2,20,0,0,0,0,0,0,0,0,BENIGN
80,40664713,28,1,1040,0,383,0,37.14285714,109.72785,0,0,0,0,25.57499914,0.713149014,1452311.179,5129203.24,21200000,1,40700000,1505827.593,5218938.92,21200000,1,0,0,0,0,0,0,0,0,0,1004,40,0.688557669,0.024591345,0,383,34.66666667,106.2950783,11298.64368,0,1,0,0,0,0,0,0,0,35.86206897,37.14285714,0,0,0,0,0,0,0,28,1040,1,0,-1,29200,3,0,714038,634721.6742,1162854,265222,19500000,2364129.499,21200000,17900000,DoS Hulk
53,61140,1,1,42,133,42,42,42,0,133,133,133,0,142537,172010,61140,0,61140,61140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,16.35590448,16.35590448,42,133,72.33333333,52.5388745,2760.333333,0,0,0,0,0,0,0,0,1,108.5,42,133,0,0,0,0,0,0,1,42,1,133,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
80,131,2,0,12,0,6,6,6,0,0,0,0,0,314147,113775,131,0,131,131,131,131,0,131,131,0,0,0,0,0,0,0,0,0,40,0,15267.17557,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
64650,46,1,1,0,0,0,0,0,0,0,0,0,0,2,191579,46,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,21739.13043,21739.13043,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,349,32832,0,32,0,0,0,0,0,0,0,0,BENIGN
62569,78,1,1,6,6,6,6,6,0,6,6,6,0,64371,155614,78,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12820.51282,12820.51282,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0,0,0,0,0,0,0,0,BENIGN
80,58609546,9,1,228,0,168,0,25.33333333,54.13871073,0,0,0,0,3.890151273,0.17062067,6512171.778,12891607.84,37576202,4,57613226,7201653.25,13603154.7,37576202,4,0,0,0,0,0,0,0,0,0,296,40,0.153558603,0.017062067,0,168,20.72727273,49.49563801,2449.818182,0,1,0,0,0,0,0,0,0,22.8,25.33333333,0,0,0,0,0,0,0,9,228,1,0,-1,29200,5,0,1946027.5,76751.49135,2000299,1891756,27358745.5,14449665.56,37576202,17141289,DoS slowloris
80,77187847,8,1,210,0,168,0,26.25,57.78469891,0,0,0,0,2.720635543,0.116598666,9648480.875,15814305.1,38595934,4,76188093,10884013.29,16659128.94,38595934,4,0,0,0,0,0,0,0,0,0,268,40,0.103643259,0.012955407,0,168,21,52.14935815,2719.555556,0,1,0,0,0,0,0,0,0,23.33333333,26.25,0,0,0,0,0,0,0,8,210,1,0,-1,29200,4,0,960283,1290625.439,1872893,47673,25089093.67,17395996.25,38595934,5459547,DoS slowloris
80,24154172,18,1,712,0,363,0,39.55555556,115.148611,0,0,0,0,29.47730934,0.786613592,1341898.444,4601403.537,19700000,3,23100000,1361691.529,4742228.288,19700000,3,0,0,0,0,0,0,0,0,0,608,40,0.745212877,0.041400715,0,363,35.6,109.5980215,12011.72632,0,1,0,0,0,0,0,0,0,37.47368421,39.55555556,0,0,0,0,0,0,0,18,712,1,0,-1,29200,2,0,1269231,0,1269231,1269231,19700000,0,19700000,19700000,DoS Hulk
80,12600,3,1,0,0,0,0,0,0,0,0,0,0,0,317.4603175,4200,2874.266689,6755,1088,11512,5756,1412.799349,6755,4757,0,0,0,0,0,0,0,0,0,60,20,238.0952381,79.36507937,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,DoS Hulk
80,1893,1,1,0,0,0,0,0,0,0,0,0,0,0,1056.524036,1893,0,1893,1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,528.262018,528.262018,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,DoS Hulk
80,241249,6,1,322,0,322,0,53.66666667,131.4559495,0,0,0,0,1334.720558,29.01566431,40208.16667,82367.12966,207484,3,220588,44117.6,91464.76121,207484,3,0,0,0,0,0,0,0,0,0,228,40,24.87056941,4.145094902,0,322,40.25,113.8441918,12960.5,0,1,0,0,0,0,0,0,0,46,53.66666667,0,0,0,0,0,0,0,6,322,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
53,36644,1,1,53,110,53,53,53,0,110,110,110,0,205740,205099,36644,0,36644,36644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,27.28959721,27.28959721,53,110,72,32.90896534,1083,0,0,0,0,0,0,0,0,1,108,53,110,0,0,0,0,0,0,1,53,1,110,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
80,5633496,3,1,12,0,6,0,4,3.464101615,0,0,0,0,96114,58978,1877832,3231824.5,5609596,5,5633496,2816748,3949683.519,5609596,23900,0,0,0,0,0,0,0,0,0,72,32,0.532529002,0.177509667,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0,0,0,0,0,0,0,0,BENIGN
80,45311154,9,1,210,0,168,0,23.33333333,54.73344499,0,0,0,0,4.634620429,0.220696211,5034572.667,7784299.628,19453888,4,44313082,5539135.25,8162917.552,19453888,4,0,0,0,0,0,0,0,0,0,304,40,0.19862659,0.022069621,0,168,19.09090909,49.85670375,2485.690909,0,1,0,0,0,0,0,0,0,21,23.33333333,0,0,0,0,0,0,0,9,210,1,0,-1,29200,4,0,1521908,2096899.704,3004640,39176,14089112.67,7495387.974,19453888,5524954,DoS slowloris
80,164658,4,1,279,0,279,0,69.75,139.5,0,0,0,0,1694.421164,30.36597068,41164.5,77656.99329,157641,996,161856,53952,89804.18683,157641,996,0,0,0,0,0,0,0,0,0,128,40,24.29277654,6.073194136,0,279,46.5,113.901273,12973.5,0,1,0,0,0,0,0,0,0,55.8,69.75,0,0,0,0,0,0,0,4,279,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
80,1415404,8,1,632,0,316,0,79,146.2795758,0,0,0,0,446.5156238,6.358608567,176925.5,345810.732,1004074,2,411330,58761.42857,95900.60927,215811,2,0,0,0,0,0,0,0,0,0,300,40,5.652096504,0.706512063,0,316,63.2,133.2372987,17752.17778,0,1,0,0,0,0,0,0,0,70.22222222,79,0,0,0,0,0,0,0,8,632,1,0,-1,29200,2,0,0,0,0,0,0,0,0,0,DoS Hulk
53,867,2,2,80,250,40,40,40,0,125,125,125,0,181388,195079,289,495.366531,861,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,2306.805075,2306.805075,40,125,74,46.55641739,2167.5,0,0,0,0,0,0,0,0,1,92.5,40,125,0,0,0,0,0,0,2,80,2,250,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,5571,1,1,0,0,0,0,0,0,0,0,0,0,0,359.0019745,5571,0,5571,5571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,179.5009873,179.5009873,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,DoS Hulk
80,64723839,19,1,1041,0,380,0,54.78947368,130.4030414,0,0,0,0,16.0837184,0.309005157,3406517.842,10300000,41100000,2,64700000,3594828.444,10600000,41100000,2,0,0,0,0,0,0,0,0,0,668,40,0.293554899,0.015450258,0,380,49.57142857,124.804075,15576.05714,0,1,0,0,0,0,0,0,0,52.05,54.78947368,0,0,0,0,0,0,0,19,1041,1,0,-1,29200,3,0,243250,37530.39952,269788,216712,31000000,14300000,41100000,20800000,DoS Hulk
53,30417,1,1,57,144,57,57,57,0,144,144,144,0,265127,218482,30417,0,30417,30417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,32.87635204,32.87635204,57,144,86,50.22947342,2523,0,0,0,0,0,0,0,0,1,129,57,144,0,0,0,0,0,0,1,57,1,144,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
80,50157825,9,1,207,0,168,0,23,54.82244066,0,0,0,0,4.126973209,0.199370686,5573091.667,8909276.523,25721184,4,50156629,6269578.625,9258778.779,25721184,4,0,0,0,0,0,0,0,0,0,312,40,0.179433618,0.019937069,0,168,18.81818182,49.90955456,2490.963636,0,1,0,0,0,0,0,0,0,20.7,23,0,0,0,0,0,0,0,9,207,1,0,-1,29200,4,0,1042899,485701.7485,1386342,699456,16024009,8435134.315,25721184,10384796,DoS slowloris
80,56860122,9,1,209,0,168,0,23.22222222,54.76261904,0,0,0,0,3.675686802,0.175870182,6317791.333,9106685.836,22407728,5,55861305,6982663.125,9499066.807,22407728,5,0,0,0,0,0,0,0,0,0,304,40,0.158283164,0.017587018,0,168,19,49.87384084,2487.4,0,1,0,0,0,0,0,0,0,20.9,23.22222222,0,0,0,0,0,0,0,9,209,1,0,-1,29200,4,0,1520982,2099262.855,3005385,36579,17939386,5109040.543,22407728,12369389,DoS slowloris
80,41444768,11,1,704,0,360,0,64,142.4359505,0,0,0,0,16.98646256,0.289541975,3767706.182,12000000,40000000,1,41400000,4140876.5,12600000,40000000,1,0,0,0,0,0,0,0,0,0,404,40,0.265413478,0.024128498,0,360,54.15384615,132.2282409,17484.30769,0,1,0,0,0,0,0,0,0,58.66666667,64,0,0,0,0,0,0,0,11,704,1,0,-1,29200,2,0,246559,0,246559,246559,40000000,0,40000000,40000000,DoS Hulk
80,3464948,10,1,319,0,319,0,31.9,100.8766574,0,0,0,0,92.0648737,3.174650817,346494.8,944238.224,3023341,2,441607,49067.44444,88458.71065,240220,2,0,0,0,0,0,0,0,0,0,388,40,2.886046198,0.28860462,0,319,26.58333333,92.08736794,8480.083333,0,1,0,0,0,0,0,0,0,29,31.9,0,0,0,0,0,0,0,10,319,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
80,3182075,7,1,336,0,336,0,48,126.9960629,0,0,0,0,105.5914773,2.514082792,454582.1429,1124326.085,3000916,1,181159,30193.16667,63565.30082,159486,1,0,0,0,0,0,0,0,0,0,232,40,2.199822443,0.314260349,0,336,37.33333333,112,12544,0,1,0,0,0,0,0,0,0,42,48,0,0,0,0,0,0,0,7,336,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
53,159,2,2,110,206,55,55,55,0,103,103,103,0,93832,155098,53,86.60254038,153,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,12578.61635,12578.61635,55,103,74.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,92.75,55,103,0,0,0,0,0,0,2,110,2,206,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,43009647,13,1,739,0,375,0,56.84615385,138.7779078,0,0,0,0,17.18219171,0.325508368,3308434.385,11500000,41500000,2,43000000,3582669.667,11900000,41500000,2,0,0,0,0,0,0,0,0,0,456,40,0.30225777,0.023250598,0,375,49.26666667,130.0310219,16908.06667,0,1,0,0,0,0,0,0,0,52.78571429,56.84615385,0,0,0,0,0,0,0,13,739,1,0,-1,29200,2,0,272109,0,272109,272109,41500000,0,41500000,41500000,DoS Hulk
60217,77,1,1,6,6,6,6,6,0,6,6,6,0,66371,155935,77,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12987.01299,12987.01299,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,0,0,0,0,0,0,1,6,1,6,8190,65535,0,20,0,0,0,0,0,0,0,0,BENIGN
80,115615650,16,14,518,752,434,0,32.375,107.110457,746,0,53.71428571,199.2599495,6029,20517,3986746.552,4872559,10027967,74,115615650,7707710,4159624.187,10064411,5290,110521322,8501640.154,3759290.023,10064257,20352,0,0,0,0,332,424,0.138389569,0.121090873,0,746,40.96774194,152.0288314,23112.76559,0,0,0,1,0,0,0,0,0,42.33333333,32.375,53.71428571,0,0,0,0,0,0,16,518,14,752,8192,343,15,20,46954.90909,34941.75534,152308,36290,10000429,19847.55074,10027967,9946227,BENIGN
389,169,2,2,104,178,52,52,52,0,89,89,89,0,75002,151600,56.33333333,85.50048733,155,4,10,10,0,10,10,4,4,0,4,4,0,0,0,0,40,40,11834.31953,11834.31953,52,89,66.8,20.26573463,410.7,0,0,0,0,0,0,0,0,1,83.5,52,89,0,0,0,0,0,0,2,104,2,178,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
51624,95,1,1,0,0,0,0,0,0,0,0,0,0,2,147061,95,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10526.31579,10526.31579,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,362,32832,0,32,0,0,0,0,0,0,0,0,BENIGN
80,256228,1,1,0,0,0,0,0,0,0,0,0,0,0,7.805548184,256228,0,256228,256228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.902774092,3.902774092,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,DoS Hulk
80,54504948,12,1,264,0,168,0,22,46.80909003,0,0,0,0,4.843596952,0.238510456,4542079,9285720.119,31057567,697,53507653,4864332.091,9668313.028,31057567,697,0,0,0,0,0,0,0,0,0,416,40,0.220163498,0.018346958,0,168,18.85714286,43.79296948,1917.824176,0,1,0,0,0,0,0,0,0,20.30769231,22,0,0,0,0,0,0,0,12,264,1,0,-1,29200,7,0,887940,599872.7197,1405319,230394,17280376,12208671.89,31057567,7804615,DoS slowloris
80,59939016,9,1,335,0,335,0,37.22222222,111.6666667,0,0,0,0,5.589014007,0.166836239,6659890.667,19400000,58500000,2,59900000,7492376.75,20600000,58500000,5723,0,0,0,0,0,0,0,0,0,304,20,0.150152615,0.016683624,0,335,30.45454545,101.0063004,10202.27273,0,0,1,0,0,0,0,0,0,33.5,37.22222222,0,0,0,0,0,0,0,9,335,1,0,-1,0,1,0,2,0,2,2,58500000,0,58500000,58500000,DoS Hulk
80,100126754,8,1,1025,0,349,0,128.125,176.8618811,0,0,0,0,10.23702416,0.089886066,12500000,35000000,99200000,1,100000000,14300000,37400000,99200000,1,0,0,0,0,0,0,0,0,0,264,40,0.079898725,0.009987341,0,349,102.5,165.0678312,27247.38889,0,1,0,0,0,0,0,0,0,113.8888889,128.125,0,0,0,0,0,0,0,8,1025,1,0,-1,29200,3,0,717028,0,717028,717028,99200000,0,99200000,99200000,DoS Hulk
53,23953,2,2,60,194,30,30,30,0,97,97,97,0,14506,118736,7984.333333,13824.07485,23947,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,83.49684799,83.49684799,30,97,56.8,36.69741135,1346.7,0,0,0,0,0,0,0,0,1,71,30,97,0,0,0,0,0,0,2,60,2,194,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
80,76224818,8,1,221,0,168,0,27.625,57.19874499,0,0,0,0,2.899318172,0.118071781,9528102.25,14300421.7,38161022,16,76224019,10889145.57,14876031.31,38161022,16,0,0,0,0,0,0,0,0,0,256,40,0.104952694,0.013119087,0,168,22.1,51.77182846,2680.322222,0,1,0,0,0,0,0,0,0,24.55555556,27.625,0,0,0,0,0,0,0,8,221,1,0,-1,29200,5,0,310380,436754.4029,619212,1548,25201352.67,11227825.76,38161022,18406400,DoS slowloris
80,53551874,7,1,210,0,168,0,30,61.32699243,0,0,0,0,3.921431396,0.149387863,7650267.714,9463732.62,21428598,4,52552378,8758729.667,9856657.84,21428598,4,0,0,0,0,0,0,0,0,0,224,40,0.13071438,0.018673483,0,168,23.33333333,54.73344499,2995.75,0,1,0,0,0,0,0,0,0,26.25,30,0,0,0,0,0,0,0,7,210,1,0,-1,29200,4,0,520207.5,679329.5055,1000566,39849,17503819.67,3667962.191,21428598,14162651,DoS slowloris
53,87179,4,2,160,234,40,40,40,0,117,117,117,0,208137,221035,17435.8,25568.18559,56594,3,30581,10193.66667,17611.79566,30530,3,4,4,0,4,4,0,0,0,0,104,40,45.88260934,22.94130467,40,117,62,37.57215281,1411.666667,0,0,0,0,0,0,0,0,0,72.33333333,40,117,0,0,0,0,0,0,4,160,2,234,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
53,30544,2,2,78,110,39,39,39,0,55,55,55,0,255410,105986,10181.33333,17591.29911,30494,3,47,47,0,47,47,3,3,0,3,3,0,0,0,0,64,64,65.47930854,65.47930854,39,55,45.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,56.75,39,55,0,0,0,0,0,0,2,78,2,110,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
